Year,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
Result,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country,Region,Happiness Rank,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
38,Kuwait,Africa,39,6.295,1.5542200000000002,1.16594,0.72492,0.55499,0.25609,0.16228,Guatemala,America,39,6.324,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.08701,0.28808,Kuwait,Africa,39,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.496337592601776,0.228289797902107,0.21515955030918105,Slovakia,Europe,39,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.118,0.014,Trinidad & Tobago,,39,6.192,1.231,1.477,0.713,0.489,0.185,0.016
39,Suriname,America,40,6.269,0.99534,0.972,0.6082,0.5965699999999999,0.13633,0.16990999999999998,Suriname,America,40,6.269,1.09686,0.77866,0.5093300000000001,0.5223399999999999,0.12692,0.16665,Slovakia,Europe,40,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,El Salvador,America,40,6.167000000000002,0.8059999999999999,1.231,0.639,0.461,0.065,0.08199999999999999,Poland,Europe,40,6.182,1.206,1.4380000000000002,0.884,0.483,0.117,0.05
40,Trinidad and Tobago,America,41,6.167999999999998,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,Kuwait,Africa,41,6.239,1.61714,0.8775799999999999,0.63569,0.43166,0.23669,0.15965,Bahrain,Africa,41,6.08699989318848,1.48841226100922,1.3231104612350502,0.653133034706116,0.536746919155121,0.17266848683357194,0.257042169570923,Nicaragua,America,41,6.141,0.6679999999999999,1.319,0.7,0.527,0.208,0.128,Uzbekistan,Europe,41,6.174,0.745,1.529,0.7559999999999999,0.631,0.322,0.24
41,El Salvador,America,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,Bahrain,Africa,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,Malaysia,Asia,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619289,0.416608929634094,0.0656007081270218,Poland,Europe,42,6.122999999999998,1.176,1.4480000000000002,0.7809999999999999,0.546,0.108,0.064,Lithuania,Europe,42,6.149,1.238,1.515,0.818,0.29100000000000004,0.043,0.042
42,Guatemala,America,43,6.122999999999998,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,Trinidad and Tobago,America,43,6.167999999999998,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,Nicaragua,America,43,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,Bahrain,Africa,43,6.105,1.338,1.366,0.698,0.594,0.243,0.123,Colombia,America,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034
43,Uzbekistan,Europe,44,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,Venezuela,America,44,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.08304,0.0425,Ecuador,America,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.15011246502399406,0.140134647488594,Uzbekistan,Europe,44,6.096,0.7190000000000001,1.584,0.605,0.7240000000000001,0.328,0.259,Slovenia,Europe,44,6.1179999999999986,1.258,1.523,0.953,0.564,0.14400000000000002,0.057
44,Slovakia,Europe,45,5.995,1.16891,1.26999,0.7890199999999999,0.31751,0.03431,0.16893,Slovakia,Europe,45,6.0779999999999985,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,El Salvador,America,45,6.0029997825622585,0.909784495830536,1.1821250915527302,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,Kuwait,Africa,45,6.082999999999998,1.474,1.301,0.675,0.5539999999999999,0.16699999999999998,0.106,Nicaragua,America,45,6.105,0.6940000000000001,1.325,0.835,0.435,0.2,0.127
45,Japan,Asia,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,El Salvador,America,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,Poland,Europe,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,Thailand,Asia,46,6.072,1.016,1.4169999999999998,0.7070000000000001,0.637,0.364,0.029,Kosovo,Europe,46,6.1,0.882,1.232,0.758,0.489,0.262,0.006
46,South Korea,Asia,47,5.984,1.24461,0.95774,0.96538,0.33208000000000004,0.07857,0.18557,Malaysia,Asia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,Uzbekistan,Europe,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.6582486629486078,0.415983647108078,0.246528223156929,Italy,Europe,47,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.028,Argentina,America,47,6.086,1.092,1.432,0.8809999999999999,0.471,0.066,0.05
47,Ecuador,America,48,5.975,0.8640200000000001,0.99903,0.79075,0.48574,0.1809,0.11540999999999997,Nicaragua,America,48,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46582,0.16292,0.29773,Italy,Europe,48,5.96400022506714,1.39506661891937,1.44492328166962,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,Ecuador,America,48,5.973,0.889,1.33,0.736,0.556,0.114,0.12,Romania,Europe,48,6.07,1.162,1.232,0.825,0.462,0.083,0.005
48,Bahrain,Africa,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,Uzbekistan,Europe,49,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.28333,0.34326,Russia,Europe,49,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,Belize,,49,5.956,0.807,1.101,0.474,0.593,0.183,0.08900000000000001,Cyprus,Europe,49,6.046,1.263,1.223,1.042,0.406,0.19,0.041
49,Italy,Europe,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,Italy,Europe,50,5.977,1.35495,1.04167,0.8510200000000001,0.18827,0.02556,0.16684000000000002,Belize,,50,5.955999851226809,0.907975316047668,1.08141779899597,0.450191766023636,0.5475093722343439,0.24001564085483604,0.0965810716152191,Lithuania,Europe,50,5.952000000000001,1.197,1.527,0.716,0.35,0.026,0.006,Ecuador,America,50,6.028,0.912,1.3119999999999998,0.868,0.498,0.126,0.087
50,Bolivia,America,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,Ecuador,America,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,Japan,Asia,51,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861208,0.505625545978546,0.12057276815176,0.163760736584663,Slovenia,Europe,51,5.948,1.219,1.506,0.856,0.633,0.16,0.051,Kuwait,Africa,51,6.021,1.5,1.319,0.8079999999999999,0.493,0.142,0.097
51,Moldova,Europe,52,5.8889999999999985,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,Belize,,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,Lithuania,Europe,52,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,Romania,Europe,52,5.945,1.116,1.219,0.726,0.528,0.08800000000000001,0.001,Thailand,Asia,52,6.007999999999999,1.05,1.409,0.828,0.557,0.359,0.028
52,Paraguay,America,53,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,Japan,Asia,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,Algeria,Africa,53,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,Latvia,Europe,53,5.933,1.148,1.454,0.6709999999999999,0.363,0.092,0.066,Latvia,Europe,53,5.94,1.187,1.465,0.812,0.264,0.075,0.064
53,Kazakhstan,Europe,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,Kazakhstan,Europe,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,Latvia,Europe,54,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,Japan,Asia,54,5.915,1.294,1.462,0.988,0.5529999999999999,0.079,0.15,South Korea,Asia,54,5.895,1.301,1.219,1.036,0.159,0.175,0.056
54,Slovenia,Europe,55,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,Moldova,Europe,55,5.897,0.69177,0.8313200000000001,0.5230899999999999,0.25202,0.01903,0.19997,South Korea,Asia,55,5.837999820709231,1.40167844295502,1.1282744407653795,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,Mauritius,Africa,55,5.891,1.09,1.3869999999999998,0.684,0.584,0.245,0.05,Estonia,Europe,55,5.893,1.237,1.528,0.8740000000000001,0.495,0.103,0.161
55,Lithuania,Europe,56,5.832999999999998,1.14723,1.25745,0.73128,0.21342,0.01031,0.026410000000000003,Russia,Europe,56,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.02736,Moldova,Europe,56,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.240729048848152,0.20877912640571605,0.0100912861526012,Jamaica,America,56,5.89,0.8190000000000001,1.493,0.693,0.575,0.096,0.031,Jamaica,America,56,5.89,0.831,1.4780000000000002,0.831,0.49,0.107,0.028
56,Nicaragua,America,57,5.8279999999999985,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,Poland,Europe,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,Romania,Europe,57,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.004387900698930029,South Korea,Asia,57,5.875,1.266,1.204,0.955,0.244,0.175,0.051,Mauritius,Africa,57,5.888,1.12,1.402,0.7979999999999999,0.498,0.215,0.06
57,Peru,America,58,5.824,0.9001899999999999,0.97459,0.73017,0.4149600000000001,0.05989,0.14982,South Korea,Asia,57,5.835,1.35948,0.7219399999999999,0.88645,0.25168,0.07716,0.18824,Bolivia,America,58,5.82299995422363,0.833756566047668,1.22761905193329,0.4736302495002751,0.5587329268455511,0.22556072473526,0.0604777261614799,Northern Cyprus,,58,5.835,1.229,1.211,0.909,0.495,0.179,0.154,Japan,Asia,58,5.886,1.327,1.419,1.088,0.445,0.069,0.14
58,Belarus,Europe,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11046,Bolivia,America,59,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,Turkmenistan,Europe,59,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.2592703402042389,Russia,Europe,59,5.81,1.151,1.479,0.599,0.399,0.065,0.025,Honduras,America,59,5.86,0.642,1.236,0.828,0.507,0.246,0.078
59,Poland,Europe,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,Lithuania,Europe,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,Kazakhstan,Europe,60,5.8189997673034695,1.2845562696456898,1.38436901569366,0.6060415506362921,0.43745428323745705,0.20196442306041695,0.11928288638591802,Kazakhstan,Europe,60,5.79,1.143,1.516,0.631,0.454,0.14800000000000002,0.121,Kazakhstan,Europe,60,5.809,1.173,1.508,0.7290000000000001,0.41,0.146,0.096
60,Malaysia,Asia,61,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10501,0.33075,Belarus,Europe,61,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,North Cyprus,Europe,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,Cyprus,Europe,61,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.202,0.035,Bolivia,America,61,5.779,0.7759999999999999,1.209,0.706,0.511,0.13699999999999998,0.064
61,Croatia,Europe,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,North Cyprus,Europe,62,5.771,1.31141,0.81826,0.8414200000000001,0.43596,0.16577999999999998,0.26322,Slovenia,Europe,62,5.75799989700317,1.3412059545517,1.4525188207626298,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,Bolivia,America,62,5.752000000000002,0.7509999999999999,1.223,0.508,0.606,0.141,0.054000000000000006,Hungary,Europe,62,5.757999999999999,1.2009999999999998,1.41,0.828,0.199,0.081,0.02
62,Libya,Africa,63,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,Slovenia,Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,Peru,America,63,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766171,0.4500028789043429,0.126819714903831,0.0470490865409374,Estonia,Europe,63,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.086,0.174,Paraguay,America,63,5.7429999999999986,0.855,1.475,0.777,0.514,0.184,0.08
63,Russia,Europe,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,Peru,America,64,5.7429999999999986,0.99602,0.81255,0.6299399999999999,0.37502,0.05292,0.14527,Mauritius,Africa,64,5.62900018692017,1.18939554691315,1.20956099033356,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,Paraguay,America,64,5.681,0.835,1.5219999999999998,0.615,0.541,0.162,0.07400000000000001,Northern Cyprus,,64,5.718,1.263,1.252,1.042,0.417,0.191,0.162
64,Jamaica,America,65,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,Turkmenistan,Europe,65,5.658,1.08017,1.03817,0.4400600000000001,0.37408,0.28467,0.22567,Cyprus,Europe,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,Peru,America,65,5.6629999999999985,0.934,1.249,0.674,0.53,0.092,0.034,Peru,America,65,5.697,0.96,1.274,0.8540000000000001,0.455,0.083,0.027000000000000003
65,North Cyprus,Europe,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,Mauritius,Africa,66,5.648,1.14372,0.75695,0.66189,0.46145,0.052029999999999986,0.36951,Estonia,Europe,66,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881306,Kosovo,Europe,66,5.662000000000001,0.855,1.23,0.578,0.448,0.274,0.023,Portugal,Europe,66,5.693,1.221,1.431,0.999,0.508,0.047,0.025
66,Cyprus,Europe,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638000000000004,Libya,Africa,67,5.615,1.0668799999999998,0.95076,0.52304,0.40672,0.10339,0.17087,Belarus,Europe,67,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,Moldova,Europe,67,5.64,0.657,1.301,0.62,0.232,0.171,0.0,Pakistan,Asia,67,5.653,0.677,0.8859999999999999,0.535,0.313,0.22,0.098
67,Algeria,Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,Latvia,Europe,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,Libya,Africa,68,5.525000095367429,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,Turkmenistan,Europe,68,5.636,1.016,1.533,0.517,0.417,0.199,0.037000000000000005,Russia,Europe,68,5.648,1.183,1.452,0.726,0.334,0.08199999999999999,0.031
68,Kosovo,Europe,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,Cyprus,Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.052279999999999986,0.27906,Turkey,Africa,69,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,Hungary,Europe,69,5.62,1.171,1.401,0.732,0.259,0.061,0.022,Philippines,Asia,69,5.631,0.807,1.293,0.657,0.5579999999999999,0.117,0.107
69,Turkmenistan,Europe,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,Paraguay,America,70,5.5379999999999985,0.8937299999999999,1.11111,0.58295,0.46235,0.07396,0.25296,Paraguay,America,70,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,Libya,Africa,70,5.566,0.985,1.35,0.5529999999999999,0.496,0.116,0.14800000000000002,Serbia,Europe,70,5.603,1.004,1.383,0.8540000000000001,0.282,0.13699999999999998,0.039
70,Mauritius,Africa,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,Romania,Europe,71,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,"Hong Kong S.A.R., China",,71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,Philippines,Asia,71,5.524,0.775,1.3119999999999998,0.513,0.643,0.12,0.105,Moldova,Europe,71,5.529,0.685,1.328,0.7390000000000001,0.245,0.181,0.0
71,Hong Kong,Asia,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,Estonia,Europe,72,5.517,1.27964,1.0516299999999998,0.68098,0.41511,0.18519,0.08423,Philippines,Asia,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,Honduras,America,72,5.504,0.62,1.205,0.622,0.459,0.197,0.07400000000000001,Libya,Africa,72,5.525,1.044,1.3030000000000002,0.6729999999999999,0.416,0.133,0.152
72,Estonia,Europe,73,5.4289999999999985,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,Jamaica,America,73,5.51,0.89333,0.96372,0.5946899999999999,0.43597,0.04294,0.22245,Serbia,Europe,73,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.22012588381767295,0.0409037806093693,Belarus,Europe,73,5.483,1.039,1.4980000000000002,0.7,0.307,0.101,0.154,Montenegro,Europe,73,5.523,1.051,1.361,0.871,0.197,0.142,0.08
73,Indonesia,Asia,74,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,Croatia,Europe,74,5.488,1.18649,0.6080899999999999,0.70524,0.23907,0.04002,0.18434,Jordan,Africa,74,5.33599996566772,0.9910123944282528,1.23908889293671,0.6045900583267211,0.418421149253845,0.17217046022415194,0.11980327218771003,Turkey,Africa,74,5.483,1.148,1.38,0.6859999999999999,0.324,0.106,0.109,Tajikistan,Europe,74,5.4670000000000005,0.493,1.098,0.718,0.389,0.23,0.14400000000000002
74,Vietnam,Asia,75,5.36,0.63216,0.91226,0.7467600000000001,0.59444,0.10441,0.1686,Hong Kong,Asia,75,5.457999999999998,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,Hungary,Europe,75,5.32399988174438,1.2860119342803995,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,Pakistan,Asia,75,5.472,0.652,0.81,0.424,0.334,0.21600000000000005,0.113,Croatia,Europe,75,5.432,1.155,1.266,0.914,0.29600000000000004,0.119,0.022
75,Turkey,Africa,76,5.332000000000002,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,Somalia,,76,5.44,0.0,0.33613000000000004,0.11465999999999997,0.5677800000000001,0.3118,0.27225,Jamaica,America,76,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128104,0.0552677810192108,Hong Kong,Asia,76,5.43,1.405,1.29,1.03,0.524,0.246,0.29100000000000004,Hong Kong,Asia,76,5.43,1.4380000000000002,1.277,1.122,0.44,0.258,0.287
76,Kyrgyzstan,Europe,77,5.2860000000000005,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,Kosovo,Europe,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,Croatia,Europe,77,5.2930002212524405,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,Portugal,Europe,77,5.41,1.188,1.429,0.884,0.562,0.055,0.017,Dominican Republic,America,77,5.425,1.015,1.401,0.779,0.4970000000000001,0.113,0.101
77,Nigeria,Africa,78,5.268,0.65435,0.90432,0.16007000000000002,0.34334000000000003,0.0403,0.27233,Turkey,Africa,78,5.3889999999999985,1.1649200000000002,0.8771700000000001,0.64718,0.23889,0.12348,0.04707,Kosovo,Europe,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,Serbia,Europe,78,5.398,0.975,1.369,0.685,0.28800000000000003,0.134,0.043,Bosnia and Herzegovina,Europe,78,5.386,0.945,1.212,0.845,0.212,0.263,0.006
78,Bhutan,Asia,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,Indonesia,Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,China,Asia,79,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,Greece,Europe,79,5.358,1.154,1.202,0.879,0.131,0.0,0.044,Turkey,Africa,79,5.372999999999998,1.183,1.36,0.8079999999999999,0.195,0.083,0.106
79,Azerbaijan,Europe,80,5.2120000000000015,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,Jordan,Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,Pakistan,Asia,80,5.26900005340576,0.7268835306167599,0.6726906895637509,0.402047783136368,0.23521526157856,0.3154460191726681,0.124348066747189,Lebanon,Africa,80,5.358,0.965,1.179,0.785,0.503,0.214,0.136,Malaysia,Asia,80,5.339,1.221,1.171,0.828,0.508,0.26,0.024
80,Pakistan,Asia,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,Azerbaijan,Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,Indonesia,Asia,81,5.26200008392334,0.995538592338562,1.27444469928741,0.4923457205295561,0.443323463201523,0.611704587936401,0.0153171354904771,Montenegro,Europe,81,5.347,1.017,1.279,0.7290000000000001,0.259,0.111,0.081,Belarus,Europe,81,5.323,1.067,1.465,0.789,0.235,0.094,0.142
81,Jordan,Africa,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,Philippines,Asia,82,5.279,0.81217,0.87877,0.4703600000000001,0.5485399999999999,0.11757,0.21674,Venezuela,America,82,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0650196298956871,0.0644911229610443,Croatia,Europe,82,5.3210000000000015,1.115,1.161,0.737,0.38,0.12,0.039,Greece,Europe,82,5.287000000000001,1.181,1.156,0.999,0.067,0.0,0.034
82,Montenegro,Europe,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,China,Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,Montenegro,Europe,83,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.197911024093628,0.0881741940975189,Dominican Republic,America,83,5.3020000000000005,0.982,1.4409999999999998,0.614,0.578,0.12,0.106,Mongolia,Asia,83,5.285,0.948,1.531,0.667,0.317,0.235,0.038
83,China,Asia,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,Bhutan,Asia,84,5.1960000000000015,0.8527,0.90836,0.49759,0.46074,0.1616,0.4854600000000001,Morocco,Africa,84,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,Algeria,Africa,84,5.295,0.979,1.154,0.687,0.077,0.055,0.135,North Macedonia,,84,5.274,0.983,1.294,0.838,0.345,0.185,0.034
84,Zambia,Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,Kyrgyzstan,Europe,85,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.04762,0.38432,Azerbaijan,Europe,85,5.2340002059936515,1.1536017656326298,1.15240025520325,0.5407757759094239,0.3981558382511141,0.0452693402767181,0.180987507104874,Morocco,Africa,85,5.254,0.779,0.797,0.669,0.46,0.026,0.07400000000000001,Nigeria,Africa,85,5.265,0.696,1.111,0.245,0.426,0.215,0.041
85,Romania,Europe,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,Serbia,Europe,86,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,Dominican Republic,America,86,5.230000019073491,1.07937383651733,1.4024167060852095,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,China,Asia,86,5.246,0.989,1.142,0.799,0.597,0.029,0.103,Kyrgyzstan,Europe,86,5.261,0.551,1.4380000000000002,0.723,0.508,0.3,0.023
86,Serbia,Europe,87,5.122999999999998,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,Bosnia and Herzegovina,Europe,87,5.1629999999999985,0.93383,0.64367,0.7076600000000001,0.09511,0.0,0.29889,Greece,Europe,87,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.0,0.04328977689147,Azerbaijan,Europe,87,5.2010000000000005,1.024,1.161,0.603,0.43,0.031,0.17600000000000002,Turkmenistan,Europe,87,5.247000000000001,1.052,1.538,0.657,0.394,0.244,0.028
87,Portugal,Europe,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,Montenegro,Europe,88,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,Lebanon,Africa,88,5.22499990463257,1.07498753070831,1.12962424755096,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,Tajikistan,Europe,88,5.199,0.474,1.166,0.598,0.292,0.187,0.034,Algeria,Africa,88,5.211,1.002,1.16,0.785,0.086,0.073,0.114
88,Latvia,Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,Dominican Republic,America,89,5.155,1.02787,0.99496,0.5766899999999999,0.52259,0.12372,0.21286,Portugal,Europe,89,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,Macedonia,Europe,89,5.185,0.959,1.239,0.691,0.394,0.173,0.052000000000000005,Morocco,Africa,89,5.207999999999998,0.8009999999999999,0.782,0.782,0.418,0.036000000000000004,0.076
89,Philippines,Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,Morocco,Africa,90,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25646,0.08404,0.04053,Bosnia and Herzegovina,Europe,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,Jordan,Africa,90,5.1610000000000005,0.8220000000000001,1.265,0.645,0.468,0.13,0.134,Azerbaijan,Europe,90,5.207999999999998,1.043,1.147,0.769,0.35100000000000003,0.035,0.182
